label,text,token
0,one from her please  cries  ,"['one', 'please', 'cry']"
1,loving life  ,"['loving', 'life']"
1,"he was half of what she deserved, yet he was all that she ever wanted ,,,, ","['half', 'deserved', 'yet', 'ever', 'wanted']"
0,  a protest is not peaceful if its forcefully stopping me to earn my livelihood ,"['protest', 'peaceful', 'forcefully', 'stopping', 'earn', 'livelihood']"
1,most useful algorithm i've learned in class so far is finding a substring by using the fast fourier transform ,"['useful', 'algorithm', 'learned', 'class', 'far', 'finding', 'substring', 'using', 'fast', 'fourier', 'transform']"
1,shakespeare is great   face_with_no_good_gesture  pistol ,"['shakespeare', 'great', 'face_with_no_good_gesture', 'pistol']"
1,"where you our  shamiwitness now?   "" the gunman is also said to be monitoring social media activity  sydneysiege""","['shamiwitness', 'gunman', 'also', 'said', 'monitoring', 'social', 'medium', 'activity', 'sydneysiege']"
1, another case of away the lads  or to put it in song tell me why we don't do north london !!  tyneweirsunday,"['another', 'case', 'away', 'lad', 'put', 'song', 'tell', 'north', 'london', 'tyneweirsunday']"
1,"  you were decrying a hate crime against a bosnian man   now you're back to your same old game, inciting hate torwards muslims ","['decrying', 'hate', 'crime', 'bosnian', 'man', 'back', 'old', 'game', 'inciting', 'hate', 'torwards', 'muslim']"
1,"  onelovefestival sat 20 dec  table bookings  r800 includes 1 bottle, 12 mixers    uh oh i smell so much  it's lovely!","['onelovefestival', 'sat', '20', 'dec', 'table', 'booking', 'r800', 'includes', '1', 'bottle', '12', 'mixer', 'uh', 'oh', 'smell', 'much', 'lovely']"
0, did you get fat on your honeymoon?,"['get', 'fat', 'honeymoon']"
1," hannity says ""obama has been indoctrinated into a rigid ideology "" ","['hannity', 'say', 'obama', 'indoctrinated', 'rigid', 'ideology']"
1,lol my timehop guy though   ,"['lol', 'timehop', 'guy', 'though']"
1, and yeah i set it at 130 not 150 because overworking your rookie pitchers is totally okay ,"['yeah', 'set', '130', '150', 'overworking', 'rookie', 'pitcher', 'totally', 'okay']"
1, putin praising constitutional court for defending against 'arbitrary action on the part of the government ,"['putin', 'praising', 'constitutional', 'court', 'defending', 'arbitrary', 'action', 'part', 'government']"
1,i couldnt help myself   i am a bad person     ,"['couldnt', 'help', 'bad', 'person']"
1,i love watching liverpool truly inspiring ,"['love', 'watching', 'liverpool', 'truly', 'inspiring']"
0,i added a video to a  playlist  modere beauty box review   giveaway,"['added', 'video', 'playlist', 'modere', 'beauty', 'box', 'review', 'giveaway']"
0,off to search for a christmas gift for my dad bc procrastination  wrapped_present ,"['search', 'christmas', 'gift', 'dad', 'bc', 'procrastination', 'wrapped_present']"
0,i have to say    i'm really excited about brendan fraser's birthday tomorrow   brendanfraserbirthdaybash,"['say', 'really', 'excited', 'brendan', 'fraser', 'birthday', 'tomorrow', 'brendanfraserbirthdaybash']"
1,"that's me, the infamous pepper shaker replacer  ","['infamous', 'pepper', 'shaker', 'replacer']"
0,save manage   make money   join for  99 make  600  discounts  vacations and more ,"['save', 'manage', 'make', 'money', 'join', '99', 'make', '600', 'discount', 'vacation']"
1,lol at the  eatenalive show  if that's the name of the show gotta do it not quit cause the snake was hurting his arm   goodtv   garbage,"['lol', 'eatenalive', 'show', 'name', 'show', 'gotta', 'quit', 'cause', 'snake', 'hurting', 'arm', 'goodtv', 'garbage']"
1,cia report highlighting the stark differences b t the present   former administrations' approach to nat'l security  ,"['cia', 'report', 'highlighting', 'stark', 'difference', 'b', 'present', 'former', 'administration', 'approach', 'nat', 'l', 'security']"
0,you guys seriously need to try this game   bananabonanza,"['guy', 'seriously', 'need', 'try', 'game', 'bananabonanza']"
1, thanks for noticing me ,"['thanks', 'noticing']"
1,"well, weekend is over! now it's  twittertime again  d have a nice monday! ","['well', 'weekend', 'twittertime', 'nice', 'monday']"
0,so glad to be off work,"['glad', 'work']"
0,"   whenever i write anything with the word ""immigration"" in it, i'm happy if there's back and forth ","['whenever', 'write', 'anything', 'word', 'immigration', 'happy', 'back', 'forth']"
0, i'm gunna sit here and ,"['gunna', 'sit']"
1," they were probably, contracted to work for free  ","['probably', 'contracted', 'work', 'free']"
1, yay another outage in less than 8 hours  keep up the good work! ,"['yay', 'another', 'outage', 'le', '8', 'hour', 'keep', 'good', 'work']"
0,a very happy birthday to    we'll be toasting in your honor tonight   ,"['happy', 'birthday', 'toasting', 'honor', 'tonight']"
0,i literally have plans every night my entire vacation ,"['literally', 'plan', 'every', 'night', 'entire', 'vacation']"
1,"kevin durant with 23pts on 8 13 shooting, has this nigga been inefficient since he came  ","['kevin', 'durant', '23pts', '8', '13', 'shooting', 'nigga', 'inefficient', 'since', 'came']"
1,i always look super cute when guys come to fix stuff in the condo ,"['always', 'look', 'super', 'cute', 'guy', 'come', 'fix', 'stuff', 'condo']"
0," wow, neat!   a nice mini tour of belfast as well  i think you should have asked for one of these for xmas, larry!","['wow', 'neat', 'nice', 'mini', 'tour', 'belfast', 'well', 'think', 'asked', 'one', 'xmas', 'larry']"
0, new color new beginning new goals dont giveup never life should be easy at skdar ,"['new', 'color', 'new', 'beginning', 'new', 'goal', 'dont', 'giveup', 'never', 'life', 'easy', 'skdar']"
0," gotta hand it to them, really   clapping_hands_sign  clapping_hands_sign  clapping_hands_sign ","['gotta', 'hand', 'really', 'clapping_hands_sign', 'clapping_hands_sign', 'clapping_hands_sign']"
1,  thank god for kanye giving these unknowns some help  ,"['thank', 'god', 'kanye', 'giving', 'unknown', 'help']"
1,good thing i'm scared of clowns and my kindergarten teacher was dressed as one today   expressionless_face  ,"['good', 'thing', 'scared', 'clown', 'kindergarten', 'teacher', 'dressed', 'one', 'today', 'expressionless_face']"
1,luv when my hair is frozen  smiling_face_with_open_mouth  ,"['luv', 'hair', 'frozen', 'smiling_face_with_open_mouth']"
0, heisenberg uncertainty principle  whatever you study you also change   jurassicparkthelostworld  jurassicworld  breakingbad ,"['heisenberg', 'uncertainty', 'principle', 'whatever', 'study', 'also', 'change', 'jurassicparkthelostworld', 'jurassicworld', 'breakingbad']"
1,glad i'm up at 1am ,"['glad', '1am']"
0, a cool look and a cool mind is all you need to party all night    quiksilvergoessupersonic ,"['cool', 'look', 'cool', 'mind', 'need', 'party', 'night', 'quiksilvergoessupersonic']"
0,hope tulisa doesn't get a job back on  xfactor next year,"['hope', 'tulisa', 'get', 'job', 'back', 'xfactor', 'next', 'year']"
1,soccer game should be fun today    face_with_tears_of_joy  face_with_tears_of_joy  ,"['soccer', 'game', 'fun', 'today', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
0, i know it was you fredo  you broke my heart!,"['know', 'fredo', 'broke', 'heart']"
1,"just realized i haven't watched this weeks episode of degrassi   i ""eventually"" get around to it   ","['realized', 'watched', 'week', 'episode', 'degrassi', 'eventually', 'get', 'around']"
0, now  in the malls! take years off your skin! seacret minerals from the dead sea!!!  ,"['mall', 'take', 'year', 'skin', 'seacret', 'mineral', 'dead', 'sea']"
1," it'll be ok, just get your ta to fix it!! ","['ok', 'get', 'ta', 'fix']"
0,"  ,   coalition fit for purpose  labour can and will sort it ","['coalition', 'fit', 'purpose', 'labour', 'sort']"
0,why am i wide awake right now   face_without_mouth ,"['wide', 'awake', 'right', 'face_without_mouth']"
1, kohli showing all the guts of scooby doo   captaincourageous ,"['kohli', 'showing', 'gut', 'scooby', 'doo', 'captaincourageous']"
0, your opinions don't affect me  i'm going to keep living my life ,"['opinion', 'affect', 'going', 'keep', 'living', 'life']"
0,that was one long walk  ok_hand_sign  ok_hand_sign  ok_hand_sign   gome ,"['one', 'long', 'walk', 'ok_hand_sign', 'ok_hand_sign', 'ok_hand_sign', 'gome']"
1,work christmas eve and christmas day   can't wait! ,"['work', 'christmas', 'eve', 'christmas', 'day', 'wait']"
1, 10 hour car ride and i cant sleep in cars yayaayayayayay   have fun bff!,"['10', 'hour', 'car', 'ride', 'cant', 'sleep', 'car', 'yayaayayayayay', 'fun', 'bff']"
1," oh no, i've tipped gamergates hand  now you know our end game! ","['oh', 'tipped', 'gamergates', 'hand', 'know', 'end', 'game']"
1," latergram with thegoldcoin  classes done, research is not   gradschool  basic  blessed     ","['latergram', 'thegoldcoin', 'class', 'done', 'research', 'gradschool', 'basic', 'blessed']"
1,i've changed gazilion times the  java configuration not to check for updates  it's nice that every five minutes asks me for an update! ,"['changed', 'gazilion', 'time', 'java', 'configuration', 'check', 'update', 'nice', 'every', 'five', 'minute', 'asks', 'update']"
0,  teenanalcasting  alice alice and dana  tlw 3x05 part 2,"['teenanalcasting', 'alice', 'alice', 'dana', 'tlw', '3x05', 'part', '2']"
1,halfway thorough my workday     woooo ,"['halfway', 'thorough', 'workday', 'woooo']"
0,"don't think for a second i'm out to drown your memory, you ain't worth the whiskey","['think', 'second', 'drown', 'memory', 'worth', 'whiskey']"
1,youve got to just love the efficiency  two day service!   7dayservice  prioritymail  hahahaha ,"['youve', 'got', 'love', 'efficiency', 'two', 'day', 'service', '7dayservice', 'prioritymail', 'hahahaha']"
0,"  no, it's secured by the cartels so that they can charge huge sums of money for illegals to cross into the us ","['secured', 'cartel', 'charge', 'huge', 'sum', 'money', 'illegals', 'cross', 'u']"
1,one of my favourite things about going to fanshawe is walking to the z building ,"['one', 'favourite', 'thing', 'going', 'fanshawe', 'walking', 'z', 'building']"
0, what is your argument? 1  12 5 for butler   2  17 for morales?,"['argument', '1', '12', '5', 'butler', '2', '17', 'morale']"
1," those ""waves"" are epic!  he he","['wave', 'epic']"
1, too bad cnn can't conceive their own story   truth  news ?    hypocrite  expose   fake  exposed2014  boycott  sponsors,"['bad', 'cnn', 'conceive', 'story', 'truth', 'news', 'hypocrite', 'expose', 'fake', 'exposed2014', 'boycott', 'sponsor']"
0,"i would tell ya, but you just wouldn't understand    heart_with_arrow ","['would', 'tell', 'ya', 'understand', 'heart_with_arrow']"
1,just dropped my new single  it's me  i'm single ,"['dropped', 'new', 'single', 'single']"
0,can't even explain how excited i am for tomorrow   hundred_points_symbol  basketball_and_hoop ,"['even', 'explain', 'excited', 'tomorrow', 'hundred_points_symbol', 'basketball_and_hoop']"
0," of all the spice girls, you'd pick her?!","['spice', 'girl', 'pick']"
0,have you gotten your tree yet? xmas tree nail wraps available at   nailwraps  nailart     ,"['gotten', 'tree', 'yet', 'xmas', 'tree', 'nail', 'wrap', 'available', 'nailwraps', 'nailart']"
0,welsh devolution? how's this for starters    ,"['welsh', 'devolution', 'starter']"
1,can always  countonmother to impart  wordsofkindness  especially on a special day! !!,"['always', 'countonmother', 'impart', 'wordsofkindness', 'especially', 'special', 'day']"
1,i'm glad h   m has employed enough staff today    nohelp  terrible,"['glad', 'h', 'employed', 'enough', 'staff', 'today', 'nohelp', 'terrible']"
1,aaaaaaaaand we're back in the er  hooray for no sleep! ,"['aaaaaaaaand', 'back', 'er', 'hooray', 'sleep']"
1,why yes! of course i use  a lot in my day    because violence is illegal ,"['yes', 'course', 'use', 'lot', 'day', 'violence', 'illegal']"
1,my dads letting me drywall with him for christmas  just what i always wanted  ,"['dad', 'letting', 'drywall', 'christmas', 'always', 'wanted']"
0, feeling well,"['feeling', 'well']"
1,    this should be christmas number 1!  accounting   absolutetosh,"['christmas', 'number', '1', 'accounting', 'absolutetosh']"
0, italy     cabinet  approves  first  planks of  renzi's  labour  reform   via ,"['italy', 'cabinet', 'approves', 'first', 'plank', 'renzi', 'labour', 'reform', 'via']"
1,", on the same day, the 50th anniversary of the  freespeechmovement, a brave critic, was abandoned by our conformist  press ","['day', '50th', 'anniversary', 'freespeechmovement', 'brave', 'critic', 'abandoned', 'conformist', 'press']"
0,i really need to shoot something soon ,"['really', 'need', 'shoot', 'something', 'soon']"
1," also, i would not that my tone was joking, though it's difficult to properly convey that in a tweet  ","['also', 'would', 'tone', 'joking', 'though', 'difficult', 'properly', 'convey', 'tweet']"
0,do you like quality  dancemusic? go to  for some great free downloads  uk  nightclub  ,"['like', 'quality', 'dancemusic', 'go', 'great', 'free', 'downloads', 'uk', 'nightclub']"
0,"  you don't know a damned thing about baseball, do you?","['know', 'damned', 'thing', 'baseball']"
1,yes it is much more logical to support criminals   attack police officers for protecting life   property   handsupdontshoot ,"['yes', 'much', 'logical', 'support', 'criminal', 'attack', 'police', 'officer', 'protecting', 'life', 'property', 'handsupdontshoot']"
0, are they going for the very original plans now?,"['going', 'original', 'plan']"
1, large companies don't pay tax and get away with it individuals who don't pay get locked up or fined  ,"['large', 'company', 'pay', 'tax', 'get', 'away', 'individual', 'pay', 'get', 'locked', 'fined']"
0,  the upper deck definitely seemed like philly south ,"['upper', 'deck', 'definitely', 'seemed', 'like', 'philly', 'south']"
1,getting my midterm back was such a great start to my day   badday,"['getting', 'midterm', 'back', 'great', 'start', 'day', 'badday']"
0,   woot woot! whiteboard friday's are my favorite friday activity!,"['woot', 'woot', 'whiteboard', 'friday', 'favorite', 'friday', 'activity']"
1,life requires one to be strong at different times  i wear my red briefs over my pants  u just need a lil lust to see 'em   toomuch ,"['life', 'requires', 'one', 'strong', 'different', 'time', 'wear', 'red', 'brief', 'pant', 'u', 'need', 'lil', 'lust', 'see', 'em', 'toomuch']"
0,  i can sign you in as my guest    ,"['sign', 'guest']"
0,    well played matt  well played ,"['well', 'played', 'matt', 'well', 'played']"
1,wheres the rodgers in brigade ,"['wheres', 'rodgers', 'brigade']"
0," holy fuck, those lyrics fit so good to the movie interstellar!  chills  freakyfriday","['holy', 'fuck', 'lyric', 'fit', 'good', 'movie', 'interstellar', 'chill', 'freakyfriday']"
0,porygon2  are  found in the www monstermmorpg  com  wild  bulbiest follow   working,"['porygon2', 'found', 'www', 'monstermmorpg', 'com', 'wild', 'bulbiest', 'follow', 'working']"
0,!!   2n1edition    ,['2n1edition']
0, lol i reckon  was all in jest  i hope ,"['lol', 'reckon', 'jest', 'hope']"
0,today is just not my day  pensive_face ,"['today', 'day', 'pensive_face']"
0, because we need an excuse to pop it open! my dream is mcdonalds and grand cru   champagneexcuses,"['need', 'excuse', 'pop', 'open', 'dream', 'mcdonalds', 'grand', 'cru', 'champagneexcuses']"
1,experts doubt north korea hacked sony   cbs dallas   fort worth   hacker  hacked ,"['expert', 'doubt', 'north', 'korea', 'hacked', 'sony', 'cbs', 'dallas', 'fort', 'worth', 'hacker', 'hacked']"
0, the raiders are  i guess we'll see how things play out tonight ,"['raider', 'guess', 'see', 'thing', 'play', 'tonight']"
1,oh hello flu! thank you for fooling me in thinking you were gone! i missed you so much!   flu  yaay,"['oh', 'hello', 'flu', 'thank', 'fooling', 'thinking', 'gone', 'missed', 'much', 'flu', 'yaay']"
1,"the word "" trust"" coming out of the mouths of  holder or  obama is just rich with  and  hypocrisy   irs  racebaiters","['word', 'trust', 'coming', 'mouth', 'holder', 'obama', 'rich', 'hypocrisy', 'irs', 'racebaiters']"
1,when you show your valid 16 25 railcard and shes charges you full price anyway  great service from tamworth  ,"['show', 'valid', '16', '25', 'railcard', 'shes', 'charge', 'full', 'price', 'anyway', 'great', 'service', 'tamworth']"
1,suddenly w wada  ,"['suddenly', 'w', 'wada']"
0,sailing     me  selfie  ootd   cool   cute  girl  tumblr  black  style  rock  punk  vsco    ,"['sailing', 'selfie', 'ootd', 'cool', 'cute', 'girl', 'tumblr', 'black', 'style', 'rock', 'punk', 'vsco']"
1,a romantic candlelit dinner for two would cost less if you switched the lights on    eskom pic from the 1990's ,"['romantic', 'candlelit', 'dinner', 'two', 'would', 'cost', 'le', 'switched', 'light', 'eskom', 'pic', '1990']"
0,"  accordng 2 lawyrs, evidence supported both sides, could hav supportd many differnt scenarios, warranting indictment","['accordng', '2', 'lawyrs', 'evidence', 'supported', 'side', 'could', 'hav', 'supportd', 'many', 'differnt', 'scenario', 'warranting', 'indictment']"
0,the fans needs to be heard tho rt    wenger will never quitt sorry lads  for few years  ,"['fan', 'need', 'heard', 'tho', 'rt', 'wenger', 'never', 'quitt', 'sorry', 'lad', 'year']"
0,my prayers have been answered we out,"['prayer', 'answered']"
1,fully charged my  anker portable charger   it lasted 1 2 an hour   awesome  fail,"['fully', 'charged', 'anker', 'portable', 'charger', 'lasted', '1', '2', 'hour', 'awesome', 'fail']"
1,as if i need more water in my pasture  ,"['need', 'water', 'pasture']"
0,"it's the crackhead uncle of the hbcu family "" every hbcu in alabama looks at alabama state sideways lmao!""","['crackhead', 'uncle', 'hbcu', 'family', 'every', 'hbcu', 'alabama', 'look', 'alabama', 'state', 'sideways', 'lmao']"
1,no response always seems to attract response  the !  aintnobodygottimeforthat,"['response', 'always', 'seems', 'attract', 'response', 'aintnobodygottimeforthat']"
1,girls who can rock this thang   principalswag  ,"['girl', 'rock', 'thang', 'principalswag']"
0,and my christmas shopping is done ,"['christmas', 'shopping', 'done']"
1, lol how and what is a cthulhu ?? funny autocorrect so helpful ,"['lol', 'cthulhu', 'funny', 'autocorrect', 'helpful']"
0,my son is so thoughtful he loves taking snacks for the class   always thinking of others  raising him right  selfish,"['son', 'thoughtful', 'love', 'taking', 'snack', 'class', 'always', 'thinking', 'others', 'raising', 'right', 'selfish']"
1,a 21 year old (whatever age you are idgaf) acting like an immature little  in public? yup you're a classy one    sonotclassy,"['21', 'year', 'old', 'whatever', 'age', 'idgaf', 'acting', 'like', 'immature', 'little', 'public', 'yup', 'classy', 'one', 'sonotclassy']"
0,"update! punt an ostrich ?  january 2, 2015 via ","['update', 'punt', 'ostrich', 'january', '2', '2015', 'via']"
1,hiding in plain sight  by  michaelbeerens (  graffiti  streetart  ,"['hiding', 'plain', 'sight', 'michaelbeerens', 'graffiti', 'streetart']"
0,"  when did you get so cynical, karna!?!?","['get', 'cynical', 'karna']"
1,today is awesome ,"['today', 'awesome']"
0," nm, i'm silly and didn't see the website ","['nm', 'silly', 'see', 'website']"
1,"heh, and fat, too   shotsfired ","['heh', 'fat', 'shotsfired']"
1, love randomly waking up at 5 43 am  me everyday multiple times  unamused_face  unamused_face ,"['love', 'randomly', 'waking', '5', '43', 'everyday', 'multiple', 'time', 'unamused_face', 'unamused_face']"
1,christmas shopping on 2hrs sleep is going to be fun!!!!! ,"['christmas', 'shopping', '2hrs', 'sleep', 'going', 'fun']"
0,stay tuned for drunk videos of my mom,"['stay', 'tuned', 'drunk', 'video', 'mom']"
1,"the  of  american  protesters calling for an end to  racialprofiling while holding signs referencing ""  blackpeople ""    icantbreathe","['american', 'protester', 'calling', 'end', 'racialprofiling', 'holding', 'sign', 'referencing', 'blackpeople', 'icantbreathe']"
0, sup twitter sorry i talking alot so i thort i sould just say hi,"['sup', 'twitter', 'sorry', 'talking', 'alot', 'thort', 'sould', 'say', 'hi']"
1,you really know how to treat a girl ,"['really', 'know', 'treat', 'girl']"
0,  schoolsystem update  textbook lies to support  evolution theory   tco    ,"['schoolsystem', 'update', 'textbook', 'lie', 'support', 'evolution', 'theory', 'tco']"
1,this chap seems to be a bit of an over sexed out going extrovert     must be his overly masculine voice and demeanor   ,"['chap', 'seems', 'bit', 'sexed', 'going', 'extrovert', 'must', 'overly', 'masculine', 'voice', 'demeanor']"
1,they bombarded out country   immigration ,"['bombarded', 'country', 'immigration']"
1,soooo deep   narrowminds  stopwatchingthenews  andstoppreachingoffyoutube ,"['soooo', 'deep', 'narrowminds', 'stopwatchingthenews', 'andstoppreachingoffyoutube']"
1,"  i'm really big supporter of  lawenforcement  like sheriff clarke said, it's all theatrics   ferguson ","['really', 'big', 'supporter', 'lawenforcement', 'like', 'sheriff', 'clarke', 'said', 'theatrics', 'ferguson']"
0,feels like we been playing against the refs most games  that was a clean wall block that the refs took away  ugh ,"['feel', 'like', 'playing', 'ref', 'game', 'clean', 'wall', 'block', 'ref', 'took', 'away', 'ugh']"
0,ed sheeran smashing out his tunes on the victoria's secret catwalk  ginger legend!,"['ed', 'sheeran', 'smashing', 'tune', 'victoria', 'secret', 'catwalk', 'ginger', 'legend']"
0, well the pain isn't makin me feel sick anymore so thumbs_up_sign be all better for the big fella  father_christmas  wrapped_present ,"['well', 'pain', 'makin', 'feel', 'sick', 'anymore', 'thumbs_up_sign', 'better', 'big', 'fella', 'father_christmas', 'wrapped_present']"
0,"there is no such thing as ""racists"" because there's only one race, human     ","['thing', 'racist', 'one', 'race', 'human']"
0,4 days left to enter      planner  giveaway  enter to win!  bbloggers  lbloggers,"['4', 'day', 'left', 'enter', 'planner', 'giveaway', 'enter', 'win', 'bbloggers', 'lbloggers']"
0,"walking down the mall in front of a group of guys and hear ""even the momma got it"" jesus lol everyone loves polly","['walking', 'mall', 'front', 'group', 'guy', 'hear', 'even', 'momma', 'got', 'jesus', 'lol', 'everyone', 'love', 'polly']"
0,"i'm okay with snow, but sleet  howaboutno  face_screaming_in_fear ","['okay', 'snow', 'sleet', 'howaboutno', 'face_screaming_in_fear']"
1,please instagram all your xmas presents i'm dying to see them   nobodycares,"['please', 'instagram', 'xmas', 'present', 'dying', 'see', 'nobodycares']"
1,patrick kielty hosting radio 2's comedy awards    ,"['patrick', 'kielty', 'hosting', 'radio', '2', 'comedy', 'award']"
1, instacraze   addiction  face_with_stuck out_tongue_and_winking_eye  at ,"['instacraze', 'addiction', 'face_with_stuck', 'out_tongue_and_winking_eye']"
0," ecb  pondering  how  best  to  act,   whether      ecb pondering how best to act, not whether     reuters   19    ","['ecb', 'pondering', 'best', 'act', 'whether', 'ecb', 'pondering', 'best', 'act', 'whether', 'reuters', '19']"
1,world's greatest wars can be won with mind  invincible is the one going on within mind   lifequotes   copycatsays,"['world', 'greatest', 'war', 'mind', 'invincible', 'one', 'going', 'within', 'mind', 'lifequotes', 'copycatsays']"
1,"i love seeing a guy go 50 and texting in a school zone,  soproud   gpabdrivers","['love', 'seeing', 'guy', 'go', '50', 'texting', 'school', 'zone', 'soproud', 'gpabdrivers']"
0,    whoisshe lolol !!,"['whoisshe', 'lolol']"
0,i can't waitlove this is love and you can tell me how much this is gonna last beth rip twd forever bae    ,"['waitlove', 'love', 'tell', 'much', 'gonna', 'last', 'beth', 'rip', 'twd', 'forever', 'bae']"
0,main issue with the walking dead  you forget to breathe when you're watching  so bloody good  walkingdead,"['main', 'issue', 'walking', 'dead', 'forget', 'breathe', 'watching', 'bloody', 'good', 'walkingdead']"
0, i'll be a bit sweaty by the time i get to you!,"['bit', 'sweaty', 'time', 'get']"
0,  until he becomes the most loved athlete in his new city ,"['becomes', 'loved', 'athlete', 'new', 'city']"
0,it's too early to be awake!  confounded_face ,"['early', 'awake', 'confounded_face']"
0,"wassup buddy    hows everything    will look for you ""  boss kupotea nayo  acha hizo  notcool bro ""","['wassup', 'buddy', 'hows', 'everything', 'look', 'bos', 'kupotea', 'nayo', 'acha', 'hizo', 'notcool', 'bro']"
1,  isn't it great how all those ppl have done a public mea culpa since that didn't happen? ,"['great', 'ppl', 'done', 'public', 'mea', 'culpa', 'since', 'happen']"
1,"my teacher just gave me an ""i feel sorry for you look"" i must look really adorable    ","['teacher', 'gave', 'feel', 'sorry', 'look', 'must', 'look', 'really', 'adorable']"
1,    gifted by the god improved with skills   karmicthought  wiseword,"['gifted', 'god', 'improved', 'skill', 'karmicthought', 'wiseword']"
1, oh mature girls ,"['oh', 'mature', 'girl']"
1, they can use white maroon xmas trees  ) ,"['use', 'white', 'maroon', 'xmas', 'tree']"
1,sure staff    now hiring   ,"['sure', 'staff', 'hiring']"
1,love working and be exhausted all the time ,"['love', 'working', 'exhausted', 'time']"
1,i hate when random people get in the hot tub with me  favthings  ,"['hate', 'random', 'people', 'get', 'hot', 'tub', 'favthings']"
0, just our problem   the express tribune ,"['problem', 'express', 'tribune']"
0,si ms  educ hehehe clear my ignorance  smiling_face_with_heart shaped_eyes  face_with_tears_of_joy ,"['si', 'm', 'educ', 'hehehe', 'clear', 'ignorance', 'smiling_face_with_heart', 'shaped_eyes', 'face_with_tears_of_joy']"
0," steveharvey worships  obama b c he doesn't research, then calls every1 else ignorant   fuck this guy     idiot","['steveharvey', 'worship', 'obama', 'b', 'c', 'research', 'call', 'every1', 'else', 'ignorant', 'fuck', 'guy', 'idiot']"
1,can't wait to see all the ig pics of people bragging about what they got   noonegivesafuck,"['wait', 'see', 'ig', 'pic', 'people', 'bragging', 'got', 'noonegivesafuck']"
1,330am benedryl runs for an allergic reaction to a drug which literally saves millions of lives every year   yippee  happiness ,"['330am', 'benedryl', 'run', 'allergic', 'reaction', 'drug', 'literally', 'save', 'million', 'life', 'every', 'year', 'yippee', 'happiness']"
0,quizfreak   proud  brummie over here xxx,"['quizfreak', 'proud', 'brummie', 'xxx']"
1,just submitted my final paper of the semester  it's only a make it or break it on whether i pass the class  no big deal   expressionless_face  thumbs_down_sign  ,"['submitted', 'final', 'paper', 'semester', 'make', 'break', 'whether', 'pas', 'class', 'big', 'deal', 'expressionless_face', 'thumbs_down_sign']"
1,pediatric grand rounds on statin therapy and the dyslipidemia of obesity  breakfast on offer is 2 grand platters of donuts  ,"['pediatric', 'grand', 'round', 'statin', 'therapy', 'dyslipidemia', 'obesity', 'breakfast', 'offer', '2', 'grand', 'platter', 'donut']"
1,me  my stomach is upset   my stomach  i am more than upset! ,"['stomach', 'upset', 'stomach', 'upset']"
0,  not bad for a kid from az  hockey doesn't work in the desert  ,"['bad', 'kid', 'az', 'hockey', 'work', 'desert']"
0,ohio state putting it  onwisconsin     no match ,"['ohio', 'state', 'putting', 'onwisconsin', 'match']"
1,love it when you can see people have read you facebook private message but they just don't reply ,"['love', 'see', 'people', 'read', 'facebook', 'private', 'message', 'reply']"
0,i need new boots for my birthday   and by new boots i mean like 3 or 4 pairs  smiling_face_with_open_mouth_and_smiling_eyes  smiling_face_with_open_mouth_and_smiling_eyes   ineednewboots  boots,"['need', 'new', 'boot', 'birthday', 'new', 'boot', 'mean', 'like', '3', '4', 'pair', 'smiling_face_with_open_mouth_and_smiling_eyes', 'smiling_face_with_open_mouth_and_smiling_eyes', 'ineednewboots', 'boot']"
1,the ever so caring  gets to see the siege ending first  great journalism  ,"['ever', 'caring', 'get', 'see', 'siege', 'ending', 'first', 'great', 'journalism']"
0, why don't you tarmac all the speed humps in the cut in 1 go instead of bit by bit as the brickwork disintegrates!  rocket science,"['tarmac', 'speed', 'hump', 'cut', '1', 'go', 'instead', 'bit', 'bit', 'brickwork', 'disintegrates', 'rocket', 'science']"
1,go go power rangers!  f2xmasparty  ,"['go', 'go', 'power', 'ranger', 'f2xmasparty']"
1,what a good way to start the new year   ,"['good', 'way', 'start', 'new', 'year']"
1,sitting in this hall is fun!! unamused_face  ,"['sitting', 'hall', 'fun', 'unamused_face']"
0,"rodgers needs to go man , didn't think i would ever say it but he has bought some shit players there   good  enough","['rodgers', 'need', 'go', 'man', 'think', 'would', 'ever', 'say', 'bought', 'shit', 'player', 'good', 'enough']"
0, bit  chair  comfy  mind  nope   ikea  decor please rt   ,"['bit', 'chair', 'comfy', 'mind', 'nope', 'ikea', 'decor', 'please', 'rt']"
0,i think  stars are just the most gorgeous things in this world  sparkles ,"['think', 'star', 'gorgeous', 'thing', 'world', 'sparkle']"
0,"  me and cam newton will be engaged by the end of this year just wait on it lmao"" byyer foolisha""  good night","['cam', 'newton', 'engaged', 'end', 'year', 'wait', 'lmao', 'byyer', 'foolisha', 'good', 'night']"
0,lady in red  heavy_black_heart   sparkles  kiss_mark  princess  dancer   ootd  im  the  mom   the  godmother  lol  athenakairalyn  baptism  love    ,"['lady', 'red', 'heavy_black_heart', 'sparkle', 'kiss_mark', 'princess', 'dancer', 'ootd', 'im', 'mom', 'godmother', 'lol', 'athenakairalyn', 'baptism', 'love']"
0,"  i know,  right?  not like the lapd have anything better to do  this ain't a distraction or nothing  ","['know', 'right', 'like', 'lapd', 'anything', 'better', 'distraction', 'nothing']"
0, law ordersvu where rappers go to act,"['law', 'ordersvu', 'rapper', 'go', 'act']"
1,i always loved that my family was the last one to open presents ,"['always', 'loved', 'family', 'last', 'one', 'open', 'present']"
